response_id,age_group,gender,city_tier,primary_hair_concern,hairfall_severity,current_brand,satisfaction_score,willingness_to_pay_inr,purchase_frequency,ingredient_preference,feedback_text
RESP_0353,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Head & Shoulders,10,399,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0354,25-34,Female,Tier 1,Dandruff,Mild (Seasonal),Pantene,1,699,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0355,25-34,Female,Tier 3,Frizz,Mild (Seasonal),Pantene,7,150,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0356,25-34,Female,Tier 1,Frizz,Severe (Visible Thinning),Tresemme,5,399,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0357,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Dove,4,250,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0358,35-44,Male,Tier 3,Hairfall,Moderate (Clumps),Dove,8,399,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0359,45-54,Male,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,6,399,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0360,35-44,Female,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,9,699,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0361,55+,Female,Tier 2,Hairfall,Mild (Seasonal),Head & Shoulders,4,399,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0362,25-34,Male,Tier 1,Hairfall,Moderate (Clumps),Tresemme,7,699,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0363,35-44,Female,Tier 3,Oily Scalp,Moderate (Clumps),Dove,1,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0364,25-34,Male,Tier 1,Hairfall,Moderate (Clumps),Dove,2,699,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0365,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Tresemme,4,999,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0366,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,6,399,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0367,18-24,Male,Tier 1,Dandruff,Moderate (Clumps),Mamaearth,7,499,Monthly,No Preference,Made my hair dry but stopped fall.
RESP_0368,18-24,Female,Tier 3,Hairfall,Moderate (Clumps),Tresemme,9,499,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0369,55+,Male,Tier 3,Dandruff,Moderate (Clumps),Mamaearth,6,499,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0370,18-24,Female,Tier 2,Hairfall,Moderate (Clumps),Pantene,10,250,Monthly,No Preference,I need a solution for post-partum hair loss.
RESP_0371,55+,Female,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,10,250,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0372,35-44,Female,Tier 1,Dandruff,Moderate (Clumps),Dove,6,499,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0373,35-44,Female,Tier 1,Oily Scalp,Moderate (Clumps),Generic/Ayurvedic,10,499,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0374,55+,Female,Tier 2,Oily Scalp,Moderate (Clumps),Tresemme,7,699,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0375,18-24,Female,Tier 1,Hairfall,Moderate (Clumps),Dove,4,499,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0376,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Pantene,9,399,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0377,18-24,Male,Tier 3,Dandruff,Moderate (Clumps),Generic/Ayurvedic,4,250,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0378,25-34,Male,Tier 3,Hairfall,Moderate (Clumps),Head & Shoulders,3,699,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0379,18-24,Female,Tier 3,Dryness,Moderate (Clumps),Pantene,7,150,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0380,18-24,Female,Tier 3,Hairfall,Mild (Seasonal),Head & Shoulders,8,699,Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0381,18-24,Male,Tier 1,Hairfall,Mild (Seasonal),Dove,2,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0382,35-44,Female,Tier 3,Hairfall,Moderate (Clumps),Tresemme,7,499,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0383,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,2,699,Quarterly,No Preference,Good but causes dandruff.
RESP_0384,45-54,Female,Tier 1,Hairfall,Severe (Visible Thinning),Tresemme,4,250,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0385,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Dove,10,250,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0386,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,2,699,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0387,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Mamaearth,1,699,Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0388,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Tresemme,1,699,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0389,25-34,Female,Tier 2,Dandruff,Moderate (Clumps),Dove,9,499,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0390,45-54,Female,Tier 1,Hairfall,Moderate (Clumps),Mamaearth,2,699,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0391,18-24,Male,Tier 3,Hairfall,Mild (Seasonal),Dove,9,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0392,18-24,Male,Tier 1,Dryness,Moderate (Clumps),Pantene,10,250,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0393,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Generic/Ayurvedic,5,250,Quarterly,No Preference,Nothing works on my scalp.
RESP_0394,18-24,Female,Tier 1,Dandruff,Moderate (Clumps),Tresemme,1,699,Quarterly,Chemical/Scientific,Nothing works on my scalp.
RESP_0395,25-34,Female,Tier 2,Dryness,Mild (Seasonal),Pantene,8,399,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0396,25-34,Female,Tier 1,Dandruff,Severe (Visible Thinning),Head & Shoulders,8,399,Quarterly,No Preference,Nothing works on my scalp.
RESP_0397,25-34,Female,Tier 3,Frizz,Mild (Seasonal),Tresemme,3,699,Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0398,25-34,Female,Tier 2,Dandruff,Severe (Visible Thinning),Dove,8,399,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0399,25-34,Male,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,6,699,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0400,18-24,Male,Tier 1,Dandruff,Severe (Visible Thinning),Pantene,10,699,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0401,18-24,Female,Tier 3,Hairfall,Severe (Visible Thinning),Tresemme,10,250,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0402,25-34,Female,Tier 3,Oily Scalp,Mild (Seasonal),Generic/Ayurvedic,10,499,Bi-Monthly,No Preference,Too expensive for daily use.
RESP_0403,55+,Male,Tier 1,Hairfall,Moderate (Clumps),Dove,8,499,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0404,35-44,Female,Tier 1,Frizz,Severe (Visible Thinning),Generic/Ayurvedic,8,499,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0405,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,8,399,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0406,18-24,Male,Tier 1,Dandruff,Severe (Visible Thinning),Mamaearth,3,699,Bi-Monthly,No Preference,I prefer natural smell.
RESP_0407,35-44,Male,Tier 2,Hairfall,Moderate (Clumps),Dove,4,499,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0408,25-34,Female,Tier 3,Frizz,Severe (Visible Thinning),Dove,7,399,Bi-Monthly,No Preference,Made my hair dry but stopped fall.
RESP_0409,18-24,Female,Tier 1,Hairfall,Moderate (Clumps),Pantene,7,499,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0410,45-54,Female,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,7,699,Quarterly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0411,55+,Female,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,10,399,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0412,35-44,Male,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,6,499,Quarterly,No Preference,I want something that actually stops hairfall.
RESP_0413,18-24,Female,Tier 3,Dandruff,Mild (Seasonal),Pantene,9,150,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0414,45-54,Female,Tier 1,Hairfall,Moderate (Clumps),Generic/Ayurvedic,6,499,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0415,35-44,Male,Tier 1,Hairfall,Mild (Seasonal),Generic/Ayurvedic,4,999,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0416,25-34,Male,Tier 3,Hairfall,Mild (Seasonal),Generic/Ayurvedic,4,699,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0417,18-24,Male,Tier 2,Dandruff,Severe (Visible Thinning),Head & Shoulders,1,699,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0418,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,6,999,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0419,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Dove,9,999,Quarterly,Chemical/Scientific,Too expensive for daily use.
RESP_0420,25-34,Female,Tier 3,Hairfall,Mild (Seasonal),Pantene,5,499,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0421,45-54,Male,Tier 2,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,6,399,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0422,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,6,250,Quarterly,No Preference,I prefer natural smell.
RESP_0423,35-44,Female,Tier 2,Dandruff,Mild (Seasonal),Head & Shoulders,10,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0424,35-44,Male,Tier 2,Oily Scalp,Moderate (Clumps),Generic/Ayurvedic,5,399,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0425,45-54,Female,Tier 3,Dandruff,Mild (Seasonal),Generic/Ayurvedic,8,499,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0426,25-34,Male,Tier 3,Hairfall,Mild (Seasonal),Pantene,6,250,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0427,35-44,Female,Tier 2,Hairfall,Mild (Seasonal),Generic/Ayurvedic,8,499,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0428,25-34,Female,Tier 3,Dryness,Severe (Visible Thinning),Pantene,9,250,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0429,25-34,Male,Tier 1,Oily Scalp,Moderate (Clumps),Tresemme,6,150,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0430,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Head & Shoulders,1,699,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0431,45-54,Female,Tier 2,Hairfall,Mild (Seasonal),Head & Shoulders,6,150,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0432,18-24,Female,Tier 2,Frizz,Mild (Seasonal),Mamaearth,2,699,Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0433,45-54,Male,Tier 2,Hairfall,Severe (Visible Thinning),Tresemme,4,399,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0434,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Mamaearth,3,699,Quarterly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0435,25-34,Female,Tier 2,Oily Scalp,Severe (Visible Thinning),Head & Shoulders,4,250,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0436,18-24,Male,Tier 1,Dryness,Severe (Visible Thinning),Mamaearth,6,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0437,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Dove,7,250,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0438,18-24,Female,Tier 3,Dryness,Moderate (Clumps),Mamaearth,2,699,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0439,25-34,Male,Tier 1,Hairfall,Moderate (Clumps),Mamaearth,6,399,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0440,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Tresemme,4,250,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0441,25-34,Male,Tier 3,Hairfall,Severe (Visible Thinning),Dove,6,699,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0442,45-54,Male,Tier 3,Dandruff,Moderate (Clumps),Generic/Ayurvedic,2,699,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0443,25-34,Male,Tier 3,Oily Scalp,Mild (Seasonal),Head & Shoulders,1,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0444,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Mamaearth,7,250,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0445,25-34,Female,Tier 2,Frizz,Mild (Seasonal),Pantene,6,699,Quarterly,Chemical/Scientific,Nothing works on my scalp.
RESP_0446,18-24,Male,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,2,699,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0447,25-34,Male,Tier 3,Hairfall,Moderate (Clumps),Tresemme,10,399,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0448,18-24,Male,Tier 3,Hairfall,Mild (Seasonal),Head & Shoulders,3,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0449,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Generic/Ayurvedic,8,399,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0450,25-34,Male,Tier 1,Dandruff,Mild (Seasonal),Head & Shoulders,6,499,Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0451,18-24,Female,Tier 3,Hairfall,Moderate (Clumps),Dove,7,399,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0452,25-34,Female,Tier 2,Dandruff,Mild (Seasonal),Pantene,1,699,Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0453,35-44,Male,Tier 1,Hairfall,Moderate (Clumps),Dove,5,250,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0454,25-34,Male,Tier 1,Hairfall,Moderate (Clumps),Dove,9,999,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0455,25-34,Male,Tier 1,Hairfall,Severe (Visible Thinning),Dove,8,399,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0456,25-34,Female,Tier 1,Frizz,Mild (Seasonal),Dove,3,699,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0457,45-54,Female,Tier 3,Hairfall,Mild (Seasonal),Head & Shoulders,9,150,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0458,45-54,Female,Tier 1,Hairfall,Mild (Seasonal),Pantene,10,499,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0459,45-54,Female,Tier 2,Hairfall,Moderate (Clumps),Generic/Ayurvedic,4,699,Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0460,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Tresemme,5,499,Bi-Monthly,No Preference,Good but causes dandruff.
RESP_0461,55+,Female,Tier 1,Hairfall,Mild (Seasonal),Pantene,8,399,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0462,25-34,Male,Tier 1,Dandruff,Mild (Seasonal),Head & Shoulders,3,699,Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0463,45-54,Female,Tier 1,Dandruff,Moderate (Clumps),Head & Shoulders,5,399,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0464,18-24,Female,Tier 2,Dandruff,Severe (Visible Thinning),Mamaearth,3,699,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0465,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,8,399,Quarterly,No Preference,I need a solution for post-partum hair loss.
RESP_0466,18-24,Male,Tier 1,Frizz,Mild (Seasonal),Head & Shoulders,3,699,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0467,25-34,Male,Tier 3,Frizz,Mild (Seasonal),Tresemme,4,150,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0468,35-44,Female,Tier 1,Dryness,Moderate (Clumps),Generic/Ayurvedic,2,699,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0469,45-54,Male,Tier 1,Hairfall,Severe (Visible Thinning),Head & Shoulders,8,499,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0470,55+,Female,Tier 1,Dandruff,Mild (Seasonal),Head & Shoulders,2,699,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0471,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,1,699,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0472,18-24,Male,Tier 3,Hairfall,Moderate (Clumps),Generic/Ayurvedic,1,699,Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0473,18-24,Male,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,10,499,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0474,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,10,499,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0475,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Tresemme,6,399,Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0476,25-34,Female,Tier 1,Dandruff,Mild (Seasonal),Generic/Ayurvedic,4,699,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0477,35-44,Male,Tier 1,Hairfall,Moderate (Clumps),Dove,8,499,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0478,18-24,Female,Tier 3,Hairfall,Severe (Visible Thinning),Head & Shoulders,5,499,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0479,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Tresemme,1,699,Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0480,55+,Male,Tier 1,Dryness,Severe (Visible Thinning),Generic/Ayurvedic,7,399,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0481,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Generic/Ayurvedic,8,999,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0482,25-34,Male,Tier 1,Dryness,Moderate (Clumps),Tresemme,9,250,Monthly,No Preference,I prefer natural smell.
RESP_0483,45-54,Male,Tier 1,Oily Scalp,Moderate (Clumps),Pantene,4,399,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0484,25-34,Male,Tier 3,Dryness,Severe (Visible Thinning),Dove,8,999,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0485,45-54,Female,Tier 3,Dryness,Severe (Visible Thinning),Pantene,6,399,Quarterly,Chemical/Scientific,Nothing works on my scalp.
RESP_0486,35-44,Female,Tier 3,Dandruff,Moderate (Clumps),Dove,8,250,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0487,18-24,Female,Tier 1,Dryness,Moderate (Clumps),Tresemme,6,399,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0488,45-54,Female,Tier 1,Dryness,Moderate (Clumps),Head & Shoulders,4,399,Quarterly,Chemical/Scientific,Too expensive for daily use.
RESP_0489,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Tresemme,7,150,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0490,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,4,399,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0491,55+,Female,Tier 2,Dandruff,Severe (Visible Thinning),Dove,6,399,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0492,18-24,Male,Tier 1,Hairfall,Moderate (Clumps),Mamaearth,4,699,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0493,55+,Female,Tier 1,Hairfall,Moderate (Clumps),Generic/Ayurvedic,7,250,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0494,35-44,Male,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,9,150,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0495,25-34,Male,Tier 2,Dandruff,Severe (Visible Thinning),Mamaearth,10,250,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0496,35-44,Male,Tier 3,Oily Scalp,Moderate (Clumps),Generic/Ayurvedic,4,499,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0497,45-54,Female,Tier 3,Hairfall,Severe (Visible Thinning),Mamaearth,4,499,Bi-Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0498,35-44,Female,Tier 2,Oily Scalp,Mild (Seasonal),Dove,2,699,Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0499,35-44,Female,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,10,399,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0500,25-34,Female,Tier 3,Dandruff,Mild (Seasonal),Generic/Ayurvedic,9,250,Bi-Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0501,18-24,Female,Tier 1,Dandruff,Severe (Visible Thinning),Generic/Ayurvedic,9,399,Quarterly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0502,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Generic/Ayurvedic,7,499,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0503,35-44,Male,Tier 3,Hairfall,Moderate (Clumps),Mamaearth,9,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0504,18-24,Female,Tier 2,Dandruff,Moderate (Clumps),Dove,8,699,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0505,35-44,Male,Tier 1,Dandruff,Severe (Visible Thinning),Generic/Ayurvedic,2,699,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0506,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Pantene,1,699,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0507,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Tresemme,5,250,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0508,35-44,Female,Tier 1,Dryness,Severe (Visible Thinning),Generic/Ayurvedic,3,699,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0509,45-54,Male,Tier 2,Hairfall,Mild (Seasonal),Tresemme,10,250,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0510,35-44,Female,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,4,399,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0511,25-34,Female,Tier 2,Frizz,Moderate (Clumps),Generic/Ayurvedic,8,399,Bi-Monthly,No Preference,Good but causes dandruff.
RESP_0512,35-44,Male,Tier 1,Oily Scalp,Mild (Seasonal),Mamaearth,3,699,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0513,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Pantene,6,399,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0514,35-44,Female,Tier 2,Hairfall,Mild (Seasonal),Dove,3,699,Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0515,35-44,Female,Tier 3,Hairfall,Mild (Seasonal),Mamaearth,6,699,Quarterly,No Preference,Too expensive for daily use.
RESP_0516,18-24,Female,Tier 2,Hairfall,Mild (Seasonal),Pantene,8,250,Monthly,No Preference,Just marketing gimmicks.
RESP_0517,25-34,Male,Tier 3,Hairfall,Mild (Seasonal),Mamaearth,3,699,Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0518,25-34,Female,Tier 1,Oily Scalp,Mild (Seasonal),Generic/Ayurvedic,2,699,Monthly,No Preference,Nothing works on my scalp.
RESP_0519,45-54,Male,Tier 2,Dryness,Mild (Seasonal),Tresemme,3,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0520,18-24,Male,Tier 3,Hairfall,Moderate (Clumps),Pantene,9,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0521,45-54,Female,Tier 3,Hairfall,Severe (Visible Thinning),Mamaearth,9,150,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0522,18-24,Female,Tier 2,Oily Scalp,Severe (Visible Thinning),Tresemme,2,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0523,45-54,Male,Tier 2,Hairfall,Mild (Seasonal),Tresemme,3,699,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0524,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,8,399,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0525,55+,Female,Tier 1,Hairfall,Moderate (Clumps),Dove,1,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0526,25-34,Female,Tier 3,Hairfall,Mild (Seasonal),Head & Shoulders,5,699,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0527,25-34,Male,Tier 1,Dandruff,Severe (Visible Thinning),Generic/Ayurvedic,1,699,Bi-Monthly,No Preference,Made my hair dry but stopped fall.
RESP_0528,45-54,Male,Tier 1,Hairfall,Moderate (Clumps),Tresemme,5,250,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0529,35-44,Female,Tier 1,Frizz,Severe (Visible Thinning),Head & Shoulders,10,250,Monthly,No Preference,Just marketing gimmicks.
RESP_0530,45-54,Male,Tier 3,Frizz,Mild (Seasonal),Tresemme,9,499,Bi-Monthly,No Preference,I prefer natural smell.
